date,Occurence_in_News,Occurence_in_Google,Occurence_in_Google_normalized
2021-12-08,1,65,0.65
2021-12-09,6,68,0.68
2021-12-10,4,58,0.58
2021-12-11,2,52,0.52
2021-12-12,1,55,0.55
2021-12-13,1,56,0.56
2021-12-14,5,55,0.55
2021-12-15,3,56,0.56
2021-12-16,5,50,0.5
2021-12-17,7,49,0.49
2021-12-18,2,48,0.48
2021-12-19,0,55,0.55
2021-12-20,5,60,0.6
2021-12-21,2,60,0.6
2021-12-22,7,51,0.51
2021-12-23,4,47,0.47
2021-12-24,1,37,0.37
2021-12-25,0,46,0.46
2021-12-26,0,49,0.49
2021-12-27,0,48,0.48
2021-12-28,5,49,0.49
2021-12-29,16,50,0.5
2021-12-30,3,50,0.5
2021-12-31,2,45,0.45
2022-01-01,3,49,0.49
2022-01-02,2,53,0.53
2022-01-03,0,53,0.53
2022-01-04,1,53,0.53
2022-01-05,2,56,0.56
2022-01-06,3,63,0.63
2022-01-07,3,58,0.58
2022-01-08,2,50,0.5
2022-01-09,4,54,0.54
2022-01-10,7,53,0.53
2022-01-11,7,53,0.53
2022-01-12,5,54,0.54
2022-01-13,4,54,0.54
2022-01-14,4,54,0.54
2022-01-15,2,48,0.48
2022-01-16,3,54,0.54
2022-01-17,3,58,0.58
2022-01-18,6,59,0.59
2022-01-19,5,54,0.54
2022-01-20,13,59,0.59
2022-01-21,8,56,0.56
2022-01-22,4,54,0.54
2022-01-23,5,55,0.55
2022-01-24,5,55,0.55
2022-01-25,7,52,0.52
2022-01-26,6,53,0.53
2022-01-27,5,54,0.54
2022-01-28,11,48,0.48
2022-01-29,1,46,0.46
2022-01-30,2,51,0.51
2022-01-31,9,55,0.55
2022-02-01,6,52,0.52
2022-02-02,3,51,0.51
2022-02-03,2,50,0.5
2022-02-04,1,50,0.5
2022-02-05,4,44,0.44
2022-02-06,1,50,0.5
2022-02-07,7,48,0.48
2022-02-08,0,51,0.51
2022-02-09,0,52,0.52
2022-02-10,0,51,0.51
2022-02-11,1,47,0.47
2022-02-12,2,46,0.46
2022-02-13,0,0,
2021-11-07,0,14,0.14
2021-11-08,1,11,0.11
2021-11-09,1,11,0.11
2021-11-10,1,9,0.09
2021-11-11,1,11,0.11
2021-11-12,3,12,0.12
2021-11-13,0,15,0.15
2021-11-14,1,27,0.27
2021-11-15,0,16,0.16
2021-11-16,0,12,0.12
2021-11-17,0,13,0.13
2021-11-18,0,27,0.27
2021-11-19,2,17,0.17
2021-11-20,0,10,0.1
2021-11-21,0,13,0.13
2021-11-22,1,13,0.13
2021-11-23,1,10,0.1
2021-11-24,0,16,0.16
2021-11-25,0,12,0.12
2021-11-26,0,10,0.1
2021-11-27,1,18,0.18
2021-11-28,1,14,0.14
2021-11-29,0,11,0.11
2021-11-30,0,13,0.13
2021-12-01,0,9,0.09
2021-12-02,0,11,0.11
2021-12-03,4,11,0.11
2021-12-04,2,11,0.11
2021-12-05,0,11,0.11
2021-12-06,0,11,0.11
2021-12-07,3,10,0.1
2021-12-08,0,10,0.1
2021-12-09,1,9,0.09
2021-12-10,0,10,0.1
2021-12-11,0,13,0.13
2021-12-12,1,10,0.1
2021-12-13,0,18,0.18
2021-12-14,0,9,0.09
2021-12-15,1,12,0.12
2021-12-16,1,14,0.14
2021-12-17,1,16,0.16
2021-12-18,1,10,0.1
2021-12-19,0,12,0.12
2021-12-20,0,10,0.1
2021-12-21,0,15,0.15
2021-12-22,1,8,0.08
2021-12-23,0,11,0.11
2021-12-24,0,13,0.13
2021-12-25,1,15,0.15
2021-12-26,0,11,0.11
2021-12-27,0,11,0.11
2021-12-28,0,8,0.08
2021-12-29,3,9,0.09
2021-12-30,0,13,0.13
2021-12-31,1,12,0.12
2022-01-01,0,13,0.13
2022-01-02,0,8,0.08
2022-01-03,0,16,0.16
2022-01-04,0,13,0.13
2022-01-05,0,12,0.12
2022-01-06,1,100,1.0
2022-01-07,0,16,0.16
2022-01-08,0,13,0.13
2022-01-09,1,13,0.13
2022-01-10,0,10,0.1
2022-01-11,1,10,0.1
2022-01-12,1,12,0.12
2022-01-13,0,17,0.17
2022-01-14,1,15,0.15
2022-01-15,0,14,0.14
2022-01-16,0,13,0.13
2022-01-17,0,12,0.12
2022-01-18,1,11,0.11
2022-01-19,1,10,0.1
2022-01-20,1,8,0.08
2022-01-21,1,12,0.12
2022-01-22,3,15,0.15
2022-01-23,0,8,0.08
2022-01-24,1,10,0.1
2022-01-25,0,12,0.12
2022-01-26,2,12,0.12
2022-01-27,0,13,0.13
2022-01-28,2,13,0.13
2022-01-29,0,12,0.12
2022-01-30,1,10,0.1
2022-01-31,1,12,0.12
2022-02-01,1,13,0.13
2022-02-02,0,6,0.06
2022-02-03,0,8,0.08
2022-02-04,1,15,0.15
2022-02-05,0,11,0.11
2022-02-06,0,17,0.17
2022-02-07,0,10,0.1
2022-02-08,0,20,0.2
2022-02-09,0,13,0.13
2022-02-10,1,6,0.06
2022-02-11,0,9,0.09
2022-02-12,0,13,0.13
2022-02-13,0,0,
2021-11-07,0,69,0.69
2021-11-08,0,90,0.9
2021-11-09,0,80,0.8
2021-11-10,0,83,0.83
2021-11-11,0,68,0.68
2021-11-12,1,67,0.67
2021-11-13,0,61,0.61
2021-11-14,0,71,0.71
2021-11-15,1,62,0.62
2021-11-16,2,63,0.63
2021-11-17,1,71,0.71
2021-11-18,0,80,0.8
2021-11-19,0,63,0.63
2021-11-20,0,47,0.47
2021-11-21,0,53,0.53
2021-11-22,1,83,0.83
2021-11-23,1,71,0.71
2021-11-24,0,74,0.74
2021-11-25,1,72,0.72
2021-11-26,0,69,0.69
2021-11-27,0,50,0.5
2021-11-28,0,56,0.56
2021-11-29,1,100,1.0
2021-11-30,0,90,0.9
2021-12-01,1,76,0.76
2021-12-02,0,68,0.68
2021-12-03,2,70,0.7
2021-12-04,1,64,0.64
2021-12-05,1,68,0.68
2021-12-06,0,71,0.71
2021-12-07,0,85,0.85
2021-12-08,0,59,0.59
2021-12-09,0,69,0.69
2021-12-10,0,65,0.65
2021-12-11,2,59,0.59
2021-12-12,1,65,0.65
2021-12-13,0,84,0.84
2021-12-14,0,85,0.85
2021-12-15,0,67,0.67
2021-12-16,1,49,0.49
2021-12-17,0,67,0.67
2021-12-18,1,43,0.43
2021-12-19,0,45,0.45
2021-12-20,0,67,0.67
2021-12-21,0,50,0.5
2021-12-22,0,55,0.55
2021-12-23,1,34,0.34
2021-12-24,0,26,0.26
2021-12-25,1,40,0.4
2021-12-26,2,49,0.49
2021-12-27,2,44,0.44
2021-12-28,3,52,0.52
2021-12-29,2,75,0.75
2021-12-30,2,51,0.51
2021-12-31,4,37,0.37
2022-01-01,0,32,0.32
2022-01-02,0,50,0.5
2022-01-03,0,69,0.69
2022-01-04,0,56,0.56
2022-01-05,0,56,0.56
2022-01-06,0,53,0.53
2022-01-07,0,56,0.56
2022-01-08,1,43,0.43
2022-01-09,1,47,0.47
2022-01-10,2,72,0.72
2022-01-11,2,48,0.48
2022-01-12,0,59,0.59
2022-01-13,1,61,0.61
2022-01-14,0,46,0.46
2022-01-15,1,36,0.36
2022-01-16,1,45,0.45
2022-01-17,0,47,0.47
2022-01-18,2,66,0.66
2022-01-19,0,69,0.69
2022-01-20,0,56,0.56
2022-01-21,2,63,0.63
2022-01-22,1,46,0.46
2022-01-23,0,46,0.46
2022-01-24,0,61,0.61
2022-01-25,2,63,0.63
2022-01-26,0,64,0.64
2022-01-27,0,75,0.75
2022-01-28,1,56,0.56
2022-01-29,0,50,0.5
2022-01-30,0,56,0.56
2022-01-31,2,74,0.74
2022-02-01,0,68,0.68
2022-02-02,1,49,0.49
2022-02-03,0,70,0.7
2022-02-04,0,57,0.57
2022-02-05,0,47,0.47
2022-02-06,0,49,0.49
2022-02-07,0,66,0.66
2022-02-08,0,71,0.71
2022-02-09,0,57,0.57
2022-02-10,0,81,0.81
2022-02-11,1,65,0.65
2022-02-12,0,35,0.35
2022-02-13,0,0,
2021-11-07,1,16,0.16
2021-11-08,0,4,0.04
2021-11-09,0,2,0.02
2021-11-10,0,2,0.02
2021-11-11,0,1,0.01
2021-11-12,0,1,0.01
2021-11-13,0,1,0.01
2021-11-14,0,2,0.02
2021-11-15,0,6,0.06
2021-11-16,0,3,0.03
2021-11-17,0,6,0.06
2021-11-18,0,3,0.03
2021-11-19,0,5,0.05
2021-11-20,0,13,0.13
2021-11-21,2,7,0.07
2021-11-22,0,1,0.01
2021-11-23,0,1,0.01
2021-11-24,0,1,0.01
2021-11-25,0,1,0.01
2021-11-26,0,1,0.01
2021-11-27,2,1,0.01
2021-11-28,0,1,0.01
2021-11-29,0,1,0.01
2021-11-30,0,1,0.01
2021-12-01,0,1,0.01
2021-12-02,0,1,0.01
2021-12-03,1,2,0.02
2021-12-04,1,2,0.02
2021-12-05,0,1,0.01
2021-12-06,0,1,0.01
2021-12-07,1,1,0.01
2021-12-08,1,1,0.01
2021-12-09,0,1,0.01
2021-12-10,0,1,0.01
2021-12-11,0,1,0.01
2021-12-12,0,1,0.01
2021-12-13,0,1,0.01
2021-12-14,0,1,0.01
2021-12-15,0,1,0.01
2021-12-16,0,1,0.01
2021-12-17,0,1,0.01
2021-12-18,0,1,0.01
2021-12-19,0,1,0.01
2021-12-20,0,1,0.01
2021-12-21,0,1,0.01
2021-12-22,0,1,0.01
2021-12-23,0,1,0.01
2021-12-24,0,1,0.01
2021-12-25,0,1,0.01
2021-12-26,0,2,0.02
2021-12-27,0,1,0.01
2021-12-28,1,1,0.01
2021-12-29,2,2,0.02
2021-12-30,0,2,0.02
2021-12-31,0,2,0.02
2022-01-01,0,2,0.02
2022-01-02,0,2,0.02
2022-01-03,0,2,0.02
2022-01-04,1,7,0.07
2022-01-05,1,29,0.29
2022-01-06,1,50,0.5
2022-01-07,0,31,0.31
2022-01-08,1,26,0.26
2022-01-09,3,27,0.27
2022-01-10,11,70,0.7
2022-01-11,8,32,0.32
2022-01-12,4,34,0.34
2022-01-13,4,39,0.39
2022-01-14,7,64,0.64
2022-01-15,7,52,0.52
2022-01-16,11,100,1.0
2022-01-17,10,27,0.27
2022-01-18,2,12,0.12
2022-01-19,0,9,0.09
2022-01-20,0,8,0.08
2022-01-21,0,6,0.06
2022-01-22,0,5,0.05
2022-01-23,0,5,0.05
2022-01-24,0,4,0.04
2022-01-25,0,4,0.04
2022-01-26,2,3,0.03
2022-01-27,0,3,0.03
2022-01-28,1,5,0.05
2022-01-29,0,4,0.04
2022-01-30,0,20,0.2
2022-01-31,0,7,0.07
2022-02-01,0,3,0.03
2022-02-02,0,3,0.03
2022-02-03,1,4,0.04
2022-02-04,0,3,0.03
2022-02-05,0,2,0.02
2022-02-06,0,2,0.02
2022-02-07,0,1,0.01
2022-02-08,0,2,0.02
2022-02-09,0,2,0.02
2022-02-10,0,1,0.01
2022-02-11,0,1,0.01
2022-02-12,0,1,0.01
2022-02-13,0,0,
2021-11-07,0,80,0.8
2021-11-08,0,8,0.08
2021-11-09,0,23,0.23
2021-11-10,0,0,0.0
2021-11-11,0,0,0.0
2021-11-12,0,0,0.0
2021-11-13,0,0,0.0
2021-11-14,0,0,0.0
2021-11-15,1,0,0.0
2021-11-16,0,0,0.0
2021-11-17,0,8,0.08
2021-11-18,1,8,0.08
2021-11-19,0,8,0.08
2021-11-20,0,26,0.26
2021-11-21,1,17,0.17
2021-11-22,0,8,0.08
2021-11-23,0,0,0.0
2021-11-24,0,8,0.08
2021-11-25,0,0,0.0
2021-11-26,0,8,0.08
2021-11-27,0,0,0.0
2021-11-28,0,0,0.0
2021-11-29,0,0,0.0
2021-11-30,0,0,0.0
2021-12-01,0,0,0.0
2021-12-02,0,0,0.0
2021-12-03,0,0,0.0
2021-12-04,0,0,0.0
2021-12-05,0,0,0.0
2021-12-06,0,0,0.0
2021-12-07,0,0,0.0
2021-12-08,0,0,0.0
2021-12-09,0,0,0.0
2021-12-10,0,0,0.0
2021-12-11,0,0,0.0
2021-12-12,0,0,0.0
2021-12-13,0,0,0.0
2021-12-14,0,0,0.0
2021-12-15,0,0,0.0
2021-12-16,0,0,0.0
2021-12-17,0,0,0.0
2021-12-18,0,9,0.09
2021-12-19,0,0,0.0
2021-12-20,0,0,0.0
2021-12-21,0,0,0.0
2021-12-22,0,0,0.0
2021-12-23,0,9,0.09
2021-12-24,0,10,0.1
2021-12-25,0,0,0.0
2021-12-26,0,0,0.0
2021-12-27,0,0,0.0
2021-12-28,0,0,0.0
2021-12-29,0,0,0.0
2021-12-30,0,9,0.09
2021-12-31,0,0,0.0
2022-01-01,0,10,0.1
2022-01-02,0,9,0.09
2022-01-03,0,8,0.08
2022-01-04,1,0,0.0
2022-01-05,2,41,0.41
2022-01-06,3,24,0.24
2022-01-07,5,25,0.25
2022-01-08,3,27,0.27
2022-01-09,2,54,0.54
2022-01-10,5,70,0.7
2022-01-11,7,70,0.7
2022-01-12,7,23,0.23
2022-01-13,5,40,0.4
2022-01-14,7,25,0.25
2022-01-15,4,36,0.36
2022-01-16,5,100,1.0
2022-01-17,4,16,0.16
2022-01-18,1,31,0.31
2022-01-19,0,0,0.0
2022-01-20,1,30,0.3
2022-01-21,0,17,0.17
2022-01-22,0,0,0.0
2022-01-23,0,0,0.0
2022-01-24,0,8,0.08
2022-01-25,0,22,0.22
2022-01-26,1,16,0.16
2022-01-27,0,0,0.0
2022-01-28,0,0,0.0
2022-01-29,0,0,0.0
2022-01-30,1,9,0.09
2022-01-31,0,0,0.0
2022-02-01,0,0,0.0
2022-02-02,0,0,0.0
2022-02-03,0,0,0.0
2022-02-04,0,9,0.09
2022-02-05,0,0,0.0
2022-02-06,0,0,0.0
2022-02-07,0,0,0.0
2022-02-08,0,0,0.0
2022-02-09,0,0,0.0
2022-02-10,0,0,0.0
2022-02-11,0,0,0.0
2022-02-12,0,0,0.0
2022-02-13,0,0,
2021-11-07,0,54,0.54
2021-11-08,2,55,0.55
2021-11-09,1,54,0.54
2021-11-10,0,55,0.55
2021-11-11,2,54,0.54
2021-11-12,0,56,0.56
2021-11-13,0,56,0.56
2021-11-14,0,55,0.55
2021-11-15,0,58,0.58
2021-11-16,0,52,0.52
2021-11-17,1,53,0.53
2021-11-18,1,58,0.58
2021-11-19,0,54,0.54
2021-11-20,0,55,0.55
2021-11-21,0,55,0.55
2021-11-22,1,54,0.54
2021-11-23,2,59,0.59
2021-11-24,1,66,0.66
2021-11-25,0,94,0.94
2021-11-26,0,63,0.63
2021-11-27,0,59,0.59
2021-11-28,1,59,0.59
2021-11-29,0,59,0.59
2021-11-30,1,57,0.57
2021-12-01,1,55,0.55
2021-12-02,0,59,0.59
2021-12-03,3,57,0.57
2021-12-04,0,60,0.6
2021-12-05,2,58,0.58
2021-12-06,2,55,0.55
2021-12-07,1,56,0.56
2021-12-08,1,54,0.54
2021-12-09,1,57,0.57
2021-12-10,0,56,0.56
2021-12-11,0,57,0.57
2021-12-12,0,56,0.56
2021-12-13,1,59,0.59
2021-12-14,1,57,0.57
2021-12-15,0,59,0.59
2021-12-16,2,60,0.6
2021-12-17,1,60,0.6
2021-12-18,1,62,0.62
2021-12-19,0,58,0.58
2021-12-20,1,63,0.63
2021-12-21,2,70,0.7
2021-12-22,2,63,0.63
2021-12-23,0,70,0.7
2021-12-24,0,100,1.0
2021-12-25,2,100,1.0
2021-12-26,0,55,0.55
2021-12-27,2,57,0.57
2021-12-28,1,54,0.54
2021-12-29,0,55,0.55
2021-12-30,0,57,0.57
2021-12-31,0,60,0.6
2022-01-01,0,68,0.68
2022-01-02,0,58,0.58
2022-01-03,1,56,0.56
2022-01-04,1,54,0.54
2022-01-05,0,52,0.52
2022-01-06,1,53,0.53
2022-01-07,1,52,0.52
2022-01-08,2,55,0.55
2022-01-09,0,52,0.52
2022-01-10,2,51,0.51
2022-01-11,0,51,0.51
2022-01-12,1,52,0.52
2022-01-13,1,52,0.52
2022-01-14,1,52,0.52
2022-01-15,1,51,0.51
2022-01-16,0,51,0.51
2022-01-17,0,52,0.52
2022-01-18,2,50,0.5
2022-01-19,0,50,0.5
2022-01-20,1,49,0.49
2022-01-21,2,50,0.5
2022-01-22,0,53,0.53
2022-01-23,1,51,0.51
2022-01-24,3,52,0.52
2022-01-25,1,52,0.52
2022-01-26,0,48,0.48
2022-01-27,1,48,0.48
2022-01-28,1,51,0.51
2022-01-29,0,52,0.52
2022-01-30,0,50,0.5
2022-01-31,1,54,0.54
2022-02-01,1,52,0.52
2022-02-02,0,50,0.5
2022-02-03,0,49,0.49
2022-02-04,0,53,0.53
2022-02-05,0,52,0.52
2022-02-06,0,51,0.51
2022-02-07,0,51,0.51
2022-02-08,0,50,0.5
2022-02-09,0,49,0.49
2022-02-10,0,51,0.51
2022-02-11,0,53,0.53
2022-02-12,0,57,0.57
2022-02-13,0,0,
2021-11-07,0,18,0.18
2021-11-08,0,14,0.14
2021-11-09,0,12,0.12
2021-11-10,0,13,0.13
2021-11-11,0,11,0.11
2021-11-12,0,13,0.13
2021-11-13,0,12,0.12
2021-11-14,0,11,0.11
2021-11-15,0,13,0.13
2021-11-16,0,13,0.13
2021-11-17,0,12,0.12
2021-11-18,0,13,0.13
2021-11-19,0,14,0.14
2021-11-20,2,34,0.34
2021-11-21,1,16,0.16
2021-11-22,0,14,0.14
2021-11-23,1,15,0.15
2021-11-24,0,36,0.36
2021-11-25,1,22,0.22
2021-11-26,1,13,0.13
2021-11-27,1,35,0.35
2021-11-28,1,15,0.15
2021-11-29,0,14,0.14
2021-11-30,0,13,0.13
2021-12-01,3,12,0.12
2021-12-02,0,15,0.15
2021-12-03,0,17,0.17
2021-12-04,3,100,1.0
2021-12-05,0,29,0.29
2021-12-06,0,16,0.16
2021-12-07,1,44,0.44
2021-12-08,0,28,0.28
2021-12-09,2,15,0.15
2021-12-10,1,14,0.14
2021-12-11,0,34,0.34
2021-12-12,0,13,0.13
2021-12-13,2,15,0.15
2021-12-14,0,13,0.13
2021-12-15,0,32,0.32
2021-12-16,0,16,0.16
2021-12-17,0,13,0.13
2021-12-18,2,34,0.34
2021-12-19,0,14,0.14
2021-12-20,0,13,0.13
2021-12-21,0,12,0.12
2021-12-22,0,10,0.1
2021-12-23,1,10,0.1
2021-12-24,0,8,0.08
2021-12-25,0,9,0.09
2021-12-26,1,10,0.1
2021-12-27,0,11,0.11
2021-12-28,0,11,0.11
2021-12-29,0,10,0.1
2021-12-30,0,10,0.1
2021-12-31,0,8,0.08
2022-01-01,0,9,0.09
2022-01-02,0,10,0.1
2022-01-03,0,13,0.13
2022-01-04,0,11,0.11
2022-01-05,0,12,0.12
2022-01-06,0,11,0.11
2022-01-07,0,12,0.12
2022-01-08,2,34,0.34
2022-01-09,1,15,0.15
2022-01-10,1,12,0.12
2022-01-11,0,11,0.11
2022-01-12,0,10,0.1
2022-01-13,1,11,0.11
2022-01-14,4,31,0.31
2022-01-15,4,20,0.2
2022-01-16,3,11,0.11
2022-01-17,1,13,0.13
2022-01-18,1,28,0.28
2022-01-19,3,18,0.18
2022-01-20,0,12,0.12
2022-01-21,0,13,0.13
2022-01-22,3,26,0.26
2022-01-23,0,11,0.11
2022-01-24,0,11,0.11
2022-01-25,3,10,0.1
2022-01-26,1,11,0.11
2022-01-27,0,11,0.11
2022-01-28,0,10,0.1
2022-01-29,0,10,0.1
2022-01-30,0,9,0.09
2022-01-31,2,12,0.12
2022-02-01,0,12,0.12
2022-02-02,1,11,0.11
2022-02-03,0,10,0.1
2022-02-04,0,11,0.11
2022-02-05,0,11,0.11
2022-02-06,1,31,0.31
2022-02-07,5,15,0.15
2022-02-08,1,11,0.11
2022-02-09,0,11,0.11
2022-02-10,1,10,0.1
2022-02-11,0,11,0.11
2022-02-12,0,13,0.13
2022-02-13,2,0,
2021-11-07,0,34,0.34
2021-11-08,0,32,0.32
2021-11-09,1,27,0.27
2021-11-10,0,25,0.25
2021-11-11,0,26,0.26
2021-11-12,0,28,0.28
2021-11-13,0,25,0.25
2021-11-14,1,29,0.29
2021-11-15,2,29,0.29
2021-11-16,1,27,0.27
2021-11-17,0,27,0.27
2021-11-18,1,27,0.27
2021-11-19,0,25,0.25
2021-11-20,0,26,0.26
2021-11-21,0,33,0.33
2021-11-22,2,26,0.26
2021-11-23,0,30,0.3
2021-11-24,0,29,0.29
2021-11-25,0,30,0.3
2021-11-26,0,23,0.23
2021-11-27,1,29,0.29
2021-11-28,5,52,0.52
2021-11-29,0,32,0.32
2021-11-30,0,27,0.27
2021-12-01,1,29,0.29
2021-12-02,1,31,0.31
2021-12-03,2,30,0.3
2021-12-04,1,31,0.31
2021-12-05,0,40,0.4
2021-12-06,0,34,0.34
2021-12-07,0,34,0.34
2021-12-08,0,31,0.31
2021-12-09,2,36,0.36
2021-12-10,2,32,0.32
2021-12-11,2,34,0.34
2021-12-12,0,48,0.48
2021-12-13,0,31,0.31
2021-12-14,0,35,0.35
2021-12-15,1,33,0.33
2021-12-16,2,28,0.28
2021-12-17,1,24,0.24
2021-12-18,0,31,0.31
2021-12-19,2,41,0.41
2021-12-20,2,34,0.34
2021-12-21,0,27,0.27
2021-12-22,2,28,0.28
2021-12-23,1,31,0.31
2021-12-24,0,65,0.65
2021-12-25,1,56,0.56
2021-12-26,5,43,0.43
2021-12-27,3,29,0.29
2021-12-28,5,24,0.24
2021-12-29,7,36,0.36
2021-12-30,7,24,0.24
2021-12-31,3,27,0.27
2022-01-01,1,32,0.32
2022-01-02,1,37,0.37
2022-01-03,0,36,0.36
2022-01-04,1,36,0.36
2022-01-05,0,64,0.64
2022-01-06,0,100,1.0
2022-01-07,0,36,0.36
2022-01-08,1,26,0.26
2022-01-09,2,30,0.3
2022-01-10,3,28,0.28
2022-01-11,4,23,0.23
2022-01-12,1,24,0.24
2022-01-13,3,23,0.23
2022-01-14,7,24,0.24
2022-01-15,5,26,0.26
2022-01-16,1,27,0.27
2022-01-17,1,26,0.26
2022-01-18,4,23,0.23
2022-01-19,5,25,0.25
2022-01-20,6,25,0.25
2022-01-21,5,21,0.21
2022-01-22,1,23,0.23
2022-01-23,4,24,0.24
2022-01-24,2,27,0.27
2022-01-25,0,24,0.24
2022-01-26,3,28,0.28
2022-01-27,3,23,0.23
2022-01-28,2,21,0.21
2022-01-29,5,24,0.24
2022-01-30,1,26,0.26
2022-01-31,4,25,0.25
2022-02-01,4,28,0.28
2022-02-02,1,21,0.21
2022-02-03,5,23,0.23
2022-02-04,2,22,0.22
2022-02-05,0,30,0.3
2022-02-06,2,27,0.27
2022-02-07,4,27,0.27
2022-02-08,0,22,0.22
2022-02-09,1,20,0.2
2022-02-10,1,23,0.23
2022-02-11,1,23,0.23
2022-02-12,1,20,0.2
2022-02-13,1,0,
2021-11-07,0,86,0.86
2021-11-08,0,88,0.88
2021-11-09,0,92,0.92
2021-11-10,0,89,0.89
2021-11-11,0,85,0.85
2021-11-12,0,93,0.93
2021-11-13,0,89,0.89
2021-11-14,0,79,0.79
2021-11-15,0,98,0.98
2021-11-16,0,88,0.88
2021-11-17,0,77,0.77
2021-11-18,1,86,0.86
2021-11-19,0,100,1.0
2021-11-20,0,95,0.95
2021-11-21,0,97,0.97
2021-11-22,0,90,0.9
2021-11-23,3,79,0.79
2021-11-24,0,86,0.86
2021-11-25,1,78,0.78
2021-11-26,1,83,0.83
2021-11-27,0,69,0.69
2021-11-28,0,70,0.7
2021-11-29,0,82,0.82
2021-11-30,0,86,0.86
2021-12-01,0,71,0.71
2021-12-02,1,79,0.79
2021-12-03,1,76,0.76
2021-12-04,1,68,0.68
2021-12-05,0,70,0.7
2021-12-06,0,86,0.86
2021-12-07,1,77,0.77
2021-12-08,0,67,0.67
2021-12-09,0,81,0.81
2021-12-10,0,71,0.71
2021-12-11,0,67,0.67
2021-12-12,0,78,0.78
2021-12-13,1,91,0.91
2021-12-14,0,70,0.7
2021-12-15,1,75,0.75
2021-12-16,0,70,0.7
2021-12-17,1,68,0.68
2021-12-18,0,71,0.71
2021-12-19,1,66,0.66
2021-12-20,0,64,0.64
2021-12-21,0,67,0.67
2021-12-22,0,61,0.61
2021-12-23,0,50,0.5
2021-12-24,0,44,0.44
2021-12-25,0,48,0.48
2021-12-26,0,51,0.51
2021-12-27,0,58,0.58
2021-12-28,0,58,0.58
2021-12-29,1,62,0.62
2021-12-30,0,55,0.55
2021-12-31,2,48,0.48
2022-01-01,2,58,0.58
2022-01-02,0,62,0.62
2022-01-03,0,76,0.76
2022-01-04,1,70,0.7
2022-01-05,0,67,0.67
2022-01-06,0,65,0.65
2022-01-07,0,61,0.61
2022-01-08,1,66,0.66
2022-01-09,1,58,0.58
2022-01-10,3,72,0.72
2022-01-11,3,69,0.69
2022-01-12,2,72,0.72
2022-01-13,5,71,0.71
2022-01-14,9,83,0.83
2022-01-15,3,62,0.62
2022-01-16,0,64,0.64
2022-01-17,0,78,0.78
2022-01-18,1,73,0.73
2022-01-19,3,72,0.72
2022-01-20,4,69,0.69
2022-01-21,1,66,0.66
2022-01-22,1,56,0.56
2022-01-23,3,73,0.73
2022-01-24,0,69,0.69
2022-01-25,2,69,0.69
2022-01-26,0,72,0.72
2022-01-27,3,68,0.68
2022-01-28,8,71,0.71
2022-01-29,1,69,0.69
2022-01-30,0,76,0.76
2022-01-31,4,83,0.83
2022-02-01,0,77,0.77
2022-02-02,1,75,0.75
2022-02-03,1,75,0.75
2022-02-04,2,64,0.64
2022-02-05,0,63,0.63
2022-02-06,0,77,0.77
2022-02-07,2,78,0.78
2022-02-08,0,75,0.75
2022-02-09,1,71,0.71
2022-02-10,2,70,0.7
2022-02-11,1,74,0.74
2022-02-12,1,65,0.65
2022-02-13,1,0,
2021-11-07,0,64,0.64
2021-11-08,0,81,0.81
2021-11-09,0,69,0.69
2021-11-10,0,71,0.71
2021-11-11,0,67,0.67
2021-11-12,1,71,0.71
2021-11-13,0,58,0.58
2021-11-14,0,54,0.54
2021-11-15,0,70,0.7
2021-11-16,0,80,0.8
2021-11-17,2,74,0.74
2021-11-18,1,58,0.58
2021-11-19,1,68,0.68
2021-11-20,0,53,0.53
2021-11-21,0,56,0.56
2021-11-22,1,80,0.8
2021-11-23,2,76,0.76
2021-11-24,0,66,0.66
2021-11-25,1,73,0.73
2021-11-26,2,54,0.54
2021-11-27,0,37,0.37
2021-11-28,2,64,0.64
2021-11-29,3,70,0.7
2021-11-30,1,61,0.61
2021-12-01,0,59,0.59
2021-12-02,0,64,0.64
2021-12-03,1,70,0.7
2021-12-04,0,62,0.62
2021-12-05,0,56,0.56
2021-12-06,0,87,0.87
2021-12-07,1,68,0.68
2021-12-08,1,80,0.8
2021-12-09,0,72,0.72
2021-12-10,0,57,0.57
2021-12-11,1,43,0.43
2021-12-12,0,63,0.63
2021-12-13,1,100,1.0
2021-12-14,1,80,0.8
2021-12-15,1,75,0.75
2021-12-16,1,61,0.61
2021-12-17,1,58,0.58
2021-12-18,0,39,0.39
2021-12-19,1,57,0.57
2021-12-20,1,56,0.56
2021-12-21,0,54,0.54
2021-12-22,1,36,0.36
2021-12-23,1,51,0.51
2021-12-24,0,27,0.27
2021-12-25,0,53,0.53
2021-12-26,0,48,0.48
2021-12-27,0,58,0.58
2021-12-28,1,59,0.59
2021-12-29,3,45,0.45
2021-12-30,1,42,0.42
2021-12-31,1,37,0.37
2022-01-01,0,40,0.4
2022-01-02,3,53,0.53
2022-01-03,0,72,0.72
2022-01-04,0,72,0.72
2022-01-05,0,53,0.53
2022-01-06,0,71,0.71
2022-01-07,0,68,0.68
2022-01-08,0,64,0.64
2022-01-09,1,57,0.57
2022-01-10,4,65,0.65
2022-01-11,1,79,0.79
2022-01-12,1,68,0.68
2022-01-13,4,60,0.6
2022-01-14,4,62,0.62
2022-01-15,1,46,0.46
2022-01-16,3,56,0.56
2022-01-17,0,64,0.64
